Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
171,TF1,2.585606402760625,0.35945694885158574,131.5,1.0,0.2597567286677446,0.10182160757443146,0.2513304356499459,0.3870912281078781,0.4456974839826073,0.6679065661044639,0.5182813128821746,0.15198328792134086
172,Alternator,2.5855876489588168,0.5263401261683787,103.5,1.0,0.23895315060615285,0.2876322263146674,0.2911020543698016,0.18231256870937818,0,0,1.0,1.0
173,ZD-Mem2,2.5851043050279943,0.7235105811055178,52.0,1.0,0.6046440952756346,0.118941996389129,0.11344354061109177,0.16297036772414478,0.9004874248265299,0.24751279632990916,0.8005499030990669,0.14566539683814783
174,Stochastic WSLS: 0.05,2.584027161174431,0.7215536374845869,46.5,1.0,0.5653326728123852,0.1562366487711212,0.13222154231821368,0.14620913609827996,0.9484395331156498,0.05240026184264351,0.0549612564307206,0.9508297380357428
175,Prober 4,2.5819730978194366,0.4990583957341056,106.5,1.0,0.30065447325511685,0.1999665357658663,0.25945394543779104,0.23992504554122576,0.44778140613213385,0.3690344691187309,0.6121459416887507,0.4433975580498097
176,"ZD-Extort-2 v2: 0.125, 0.5, 1",2.5815654607864937,0.5567315413462255,95.0,1.0,0.4728034910295325,0.08618066609617912,0.1534600860613072,0.2875557568129812,0.874283408115117,0.4301894267156703,0.378839199986216,0
177,"ZD-SET-2: 0.25, 0.0, 2",2.580897132747073,0.5457099853577534,99.5,1.0,0.3938504593269669,0.15260129744368384,0.19965714767953885,0.25389109554981043,0.7507245660442674,0.248752308156289,0.5020335887866062,0.24733025405049983
178,VeryBad,2.580671489155015,0.8811167262418341,4.0,1.0,0.7891556426169515,0.09142514541764667,0.031654477590006926,0.08776473437539493,0.9980113713742061,0.7775207317537807,0.7472137475440401,0
179,First by Grofman,2.57925302395435,0.8967631647404214,6.0,1.0,0.7720146153138179,0.123449381086357,0.04003590896641383,0.06450009463341128,1.0,0.28999135360159317,0.3049844368780328,1.0
180,SolutionB1,2.5777301534004264,0.7391638071157667,100.0,0.0,0.46452253730759135,0.2751239071592785,0.13027980180982332,0.13007375372330693,1.0,1.0,0.39856350766869,0.8866758114488189
181,"ZD-Extort3: 0.11538461538461539, 0.3333333333333333, 1",2.5762402163341758,0.4976520055189129,111.0,1.0,0.41801605093785477,0.08008604122979378,0.17580098698284663,0.32609692084950476,0.8473569828087828,0.5076760559651193,0.2700825434174921,0
182,Pun1,2.5753489501877693,0.6815603772340566,105.0,0.0,0.4049073154215973,0.27565954876551374,0.18122211759787146,0.13821101821501763,1.0,0.2970898803572681,1.0,1.0
183,"BackStabber: (D, D)",2.570285203944048,0.8541747540739885,8.0,1.0,0.7652193633604457,0.09205505594601676,0.05369978717494472,0.08902579351859273,1.0,0.8580124356630767,0,0
184,Hard Tit For 2 Tats,2.5690761133346482,0.8882591456816539,0.0,1.0,0.7948507726865853,0.095156038771654,0.026903945013202105,0.08308924352855863,1.0,0.73357013625935,0.3713724127947789,0.3123826004767546
185,"DoubleCrosser: (D, D)",2.5675377512203683,0.8629109262037921,7.0,1.0,0.7675463807347189,0.09482510560895506,0.051424184265420086,0.08620432939090589,1.0,0.8603121202307191,0.5293479306133487,0
186,Tit For 2 Tats,2.5660911495764553,0.909567690044702,0.0,1.0,0.8054965636684228,0.10452105616602586,0.01910288386268336,0.07087949630286795,1.0,0.7599846121936098,1.0,0
187,"DBS: 0.75, 3, 4, 3, 5",2.5655535559199034,0.8777026832941447,6.0,1.0,0.7796066753326881,0.101276923917412,0.046390440040384964,0.07272596070951498,0.9931669197924157,0.8570672737448454,0.44041539727430756,0.27110480278562993
188,Opposite Grudger,2.565048423832418,0.8229001666289523,78.0,0.0,0.5664871620570968,0.2555658451561343,0.09256531164595619,0.0853816811408128,1.0,1.0,1.0,0
